W14X22, L = 360.0 in, slope = 0.020833333333333332 in/in, dead load = 6.944444444444444e-05 kip/in^2
zwlim AISC Appendix 2,zwlim DAMP,zwlim Proposed for ASCE 7,zwlim Neglect Ponding,dhnom Denver,dhnom New York,dhnom New Orleans,dh Denver,dh New York,dh New Orleans,dmax
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.40938183538861,1.7792377351746747,2.1441973930304123,22.048396033203524
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4063734564668076,1.8567169065671896,2.4095101850699305,19.29176936233627
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.3211847839071142,1.6653164203430129,2.943536681420988,21.848130623067444
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.6910412669914625,1.625332446565453,2.2004878456450676,19.871152604768334
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5162680505626656,1.7228425096375417,2.2617091263793743,18.44857660907216
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4430425350181575,1.6083646140426873,2.0278208760015586,21.048549969146794
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.3666687052428592,1.5676066076921773,2.2688730294513557,17.65100955094125
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5225807846256105,1.7184309614250248,2.3367633639142005,20.225911133459984
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4341697276090726,1.6190296514352556,2.3116223973366523,21.858314532917614
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4965589657701448,1.9196053408632499,2.195746432090088,20.33456383174047
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.6550595311624188,1.8200604216161334,2.1121062452893082,22.509346984383967
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4168085300532782,1.699602580259841,2.239531878995862,20.969848104016222
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.6571428814705522,1.6657555160732904,1.9189748496522832,21.691997119540723
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.6202422090144517,1.6655056480281836,2.1848487964204883,17.89990857450276
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.50017833430087,2.13236803929236,2.2611103277572897,22.949743348173513
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.480040895500567,1.5286659976108428,2.3390949467077657,23.27569318123456
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.684557858883446,1.632646309727875,2.1082382412202185,18.47280102419202
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4989900027195422,1.8402177495098657,2.0548060861534263,19.827436097970935
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4338278918318983,1.6758727508087352,2.4039441021932717,19.889250728274867
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.432562980929105,1.7870364032637964,2.24640486647172,20.23955671576735
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5047692250647078,1.9112354629176604,2.034965660373044,18.404492393086166
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.591766500837132,1.8797039698091973,2.0687020953539177,19.499867446843016
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.3185855697265374,1.8002661293967726,2.353938992292976,24.0811476538999
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.622755224280329,1.8704870769293291,2.090276113626159,24.098627810827445
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4022581299004169,2.1167962412381227,2.371651529803478,19.99305008730471
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.7321109304654372,1.56774737471713,2.2482855921934926,19.868230482223318
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5794838894425807,2.0729429650408218,2.1282974679915507,21.613956211995905
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.3713649755316566,1.8566077428384729,2.1668072061796533,18.378877285846393
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5559724885552764,1.7831379463376629,2.130523955041504,18.590283075300206
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.593303704021494,1.7644261512048185,2.4293253053202406,21.661813017913765
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5026610810283092,1.7532331592863548,2.4596123452937615,20.213522904247128
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4457954970277476,1.5617156100000988,2.3018807797871816,20.55960733974514
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.3956974836410443,1.7717862633811419,2.0800008715901015,19.998822584294846
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.6144330627786485,1.7786670844544847,2.180348179288636,23.482490271242877
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.4019291388783481,1.9486974669510506,2.5286093350371743,21.610916033939844
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5519229524997975,2.024645474224146,2.12765464797025,18.738635657197698
15.157592197472677,15.445593418066442,13.32206666549804,15.157592197472677,1.4868414272525625,1.7940254673724572,2.24003551390153,1.5111206230470071,1.6538036284794586,2.355819868538697,18.097237815988905
